dataset,split_strategy,model,similarity_bin,n,mean_similarity,mae,rmse,empirical_coverage
lipophilicity,scaffold,node_gnn,"(0.0,0.2]",26,0.18146016142562596,0.9433017240257324,1.1608989923743853,0.7692307692307693
lipophilicity,scaffold,node_gnn,"(0.2,0.4]",1606,0.3147326557128964,0.6461960419479678,0.8412249849676533,0.8586550435865504
lipophilicity,scaffold,node_gnn,"(0.4,0.6]",949,0.49699422753898403,0.5299108066275914,0.6776678074872857,0.9220231822971549
lipophilicity,scaffold,node_gnn,"(0.6,0.8]",1285,0.7016408315697125,0.4326295257406001,0.5579421575502211,0.9579766536964981
lipophilicity,scaffold,node_gnn,"(0.8,1.0]",334,0.8690687742436121,0.3598504358974924,0.4508824871923736,0.9850299401197605
lipophilicity,scaffold,rf_rdkit,"(0.0,0.2]",26,0.18146016142562596,0.8646750528575506,1.028188432203037,0.8461538461538461
lipophilicity,scaffold,rf_rdkit,"(0.2,0.4]",1606,0.3147326557128964,0.7691425237524245,0.9569691582538703,0.8599003735990037
lipophilicity,scaffold,rf_rdkit,"(0.4,0.6]",949,0.49699422753898403,0.6991343947517785,0.8533258027658361,0.8946259220231823
lipophilicity,scaffold,rf_rdkit,"(0.6,0.8]",1285,0.7016408315697125,0.5592579455226885,0.7147574829910952,0.9463035019455253
lipophilicity,scaffold,rf_rdkit,"(0.8,1.0]",334,0.8690687742436121,0.45103321309898364,0.583886840517356,0.9700598802395209
lipophilicity,scaffold,rf_rdkit_morgan,"(0.0,0.2]",26,0.18146016142562596,0.90741393281656,1.0722334561872016,0.8846153846153846
lipophilicity,scaffold,rf_rdkit_morgan,"(0.2,0.4]",1606,0.3147326557128964,0.8098239672433534,0.9999116295799054,0.8542963885429639
lipophilicity,scaffold,rf_rdkit_morgan,"(0.4,0.6]",949,0.49699422753898403,0.7242888520857131,0.8826753062035185,0.9009483667017913
lipophilicity,scaffold,rf_rdkit_morgan,"(0.6,0.8]",1285,0.7016408315697125,0.5734136447270404,0.7261983373643318,0.9455252918287937
lipophilicity,scaffold,rf_rdkit_morgan,"(0.8,1.0]",334,0.8690687742436121,0.4435556284460381,0.581111431388679,0.9880239520958084
lipophilicity,scaffold,xgb_rdkit_morgan,"(0.0,0.2]",26,0.18146016142562596,1.0421683710059264,1.2361358872551271,0.5384615384615384
lipophilicity,scaffold,xgb_rdkit_morgan,"(0.2,0.4]",1606,0.3147326557128964,0.6593687285413814,0.849375937331585,0.8306351183063512
lipophilicity,scaffold,xgb_rdkit_morgan,"(0.4,0.6]",949,0.49699422753898403,0.6031061216995305,0.7641974256759031,0.8777660695468915
lipophilicity,scaffold,xgb_rdkit_morgan,"(0.6,0.8]",1285,0.7016408315697125,0.4668773215074006,0.6040234990234831,0.9431906614785992
lipophilicity,scaffold,xgb_rdkit_morgan,"(0.8,1.0]",334,0.8690687742436121,0.41252261240671473,0.5299459863985111,0.9610778443113772
