dataset,property,units,split_strategy,seed,model,family,features,fusion,best_epoch,train_seconds,n_parameters,git_commit,conformal_alpha,conformal_radius,partition,n,rmse,mae,r2,empirical_coverage,mean_interval_width
freesolv,hydration_free_energy,kcal/mol,scaffold,2026,hybrid_gated,edge_gnn,rdkit,gated,16,4.621940665999773,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.419850953865316,calibration,57,2.0658678379117923,1.3740287719671287,0.7343905452739381,0.9473684210526316,8.839701907730632
freesolv,hydration_free_energy,kcal/mol,scaffold,2026,hybrid_gated,edge_gnn,rdkit,gated,16,4.621940665999773,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.419850953865316,test,56,1.7487768032454585,1.362638957792375,0.8582618556748882,0.9642857142857144,8.839701907730632
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,mean_baseline,mean,none,none,0,8.18900025478797e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.391715832875441,train,472,3.350711078413033,2.6336978446492645,0.0,0.9915254237288136,16.783431665750882
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,mean_baseline,mean,none,none,0,8.18900025478797e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.391715832875441,validation,57,5.520466445269421,3.903575293031869,-0.6367747629610745,0.8947368421052632,16.783431665750882
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,mean_baseline,mean,none,none,0,8.18900025478797e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.391715832875441,calibration,57,4.244091362071686,2.9376497790627254,-0.168688065626418,0.9473684210526316,16.783431665750882
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,mean_baseline,mean,none,none,0,8.18900025478797e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.391715832875441,test,56,5.527626476789238,3.5021640470310067,-0.2506437398585048,0.9285714285714286,16.783431665750882
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit,random_forest,rdkit,none,0,1.0323575789998358,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.6001232167556902,train,472,0.4567201036673121,0.2300303622713475,0.9814208306215556,0.9978813559322034,7.2002464335113805
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit,random_forest,rdkit,none,0,1.0323575789998358,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.6001232167556902,validation,57,3.792706809229015,2.4473178161146127,0.2274334260473761,0.8771929824561403,7.2002464335113805
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit,random_forest,rdkit,none,0,1.0323575789998358,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.6001232167556902,calibration,57,2.39088096384652,1.7302930460146044,0.6291100470710671,0.9473684210526316,7.2002464335113805
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit,random_forest,rdkit,none,0,1.0323575789998358,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.6001232167556902,test,56,3.046846729653004,2.257979325239014,0.6200228751006065,0.8571428571428571,7.2002464335113805
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0566403590000846,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.679135359331966,train,472,0.5121221215244091,0.2712493147949705,0.9766399854605275,0.9978813559322034,9.358270718663931
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0566403590000846,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.679135359331966,validation,57,4.214600987792271,2.728915458890075,0.0459957698883969,0.8771929824561403,9.358270718663931
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0566403590000846,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.679135359331966,calibration,57,2.692070282971597,1.816490493152112,0.5297790782514327,0.9473684210526316,9.358270718663931
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0566403590000846,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.679135359331966,test,56,3.5001598735395447,2.390637343389185,0.4985449606141074,0.875,9.358270718663931
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.33739484500029,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.525007594807795,train,472,0.0640456172383985,0.0402231710501175,0.9996346535700612,1.0,13.05001518961559
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.33739484500029,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.525007594807795,validation,57,3.760413789541519,2.603566770252921,0.2405334607932421,0.8596491228070176,13.05001518961559
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.33739484500029,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.525007594807795,calibration,57,3.861111975117901,3.005665176816851,0.0327161120021607,0.9473684210526316,13.05001518961559
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.33739484500029,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.525007594807795,test,56,3.656673714333212,3.0994229069932606,0.4526959567088987,0.9821428571428572,13.05001518961559
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,node_gnn,node_gnn,none,none,5,3.0072405640003126,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.090628505326411,train,472,1.1588127163025754,0.8086101142640545,0.880394117032193,0.9915254237288136,8.181257010652821
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,node_gnn,node_gnn,none,none,5,3.0072405640003126,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.090628505326411,validation,57,3.1723721591205387,2.199467710742468,0.4594876383151973,0.8771929824561403,8.181257010652821
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,node_gnn,node_gnn,none,none,5,3.0072405640003126,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.090628505326411,calibration,57,2.106377747760096,1.5574050490363351,0.7121265074791303,0.9473684210526316,8.181257010652821
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,node_gnn,node_gnn,none,none,5,3.0072405640003126,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.090628505326411,test,56,2.80884738806149,1.8944208316209807,0.6770669281279162,0.8928571428571429,8.181257010652821
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,edge_gnn,edge_gnn,none,none,5,3.220047392000197,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.250706870972053,train,472,1.184071062315874,0.8616387699398588,0.8751232544875616,0.9936440677966102,8.501413741944106
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,edge_gnn,edge_gnn,none,none,5,3.220047392000197,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.250706870972053,validation,57,3.1678440547516336,2.3066824077477746,0.4610295442073293,0.8245614035087719,8.501413741944106
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,edge_gnn,edge_gnn,none,none,5,3.220047392000197,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.250706870972053,calibration,57,1.88978879685137,1.4545154546603711,0.7682841719621809,0.9473684210526316,8.501413741944106
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,edge_gnn,edge_gnn,none,none,5,3.220047392000197,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.250706870972053,test,56,2.6651873622384867,2.0270622484675864,0.7092553531370507,0.9285714285714286,8.501413741944106
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,7,3.795339352000156,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.814112935513201,train,472,0.4435664197097456,0.3195751461757126,0.9824755919266008,0.9978813559322034,5.628225871026402
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,7,3.795339352000156,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.814112935513201,validation,57,2.73752487553959,1.9861254099247363,0.5975114596308093,0.8421052631578947,5.628225871026402
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,7,3.795339352000156,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.814112935513201,calibration,57,1.6604788134100226,1.2151201405095586,0.8211059740603364,0.9473684210526316,5.628225871026402
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_concat,edge_gnn,rdkit,concat,7,3.795339352000156,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.814112935513201,test,56,1.8087471276989395,1.333407904189979,0.8660903281715785,0.9107142857142856,5.628225871026402
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,54,8.577099984000142,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.828872536244029,train,472,0.3025322223030117,0.2275843828870633,0.9918479034988028,1.0,5.6577450724880585
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,54,8.577099984000142,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.828872536244029,validation,57,2.6043001458522235,1.6907250599923331,0.6357333248692997,0.8596491228070176,5.6577450724880585
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,54,8.577099984000142,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.828872536244029,calibration,57,1.6112371310020506,1.0525668358492697,0.831558894232172,0.9473684210526316,5.6577450724880585
freesolv,hydration_free_energy,kcal/mol,scaffold,2027,hybrid_gated,edge_gnn,rdkit,gated,54,8.577099984000142,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,2.828872536244029,test,56,1.8051516551344604,1.3392585793822056,0.8666221769924847,0.9285714285714286,5.6577450724880585
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,mean_baseline,mean,none,none,0,7.309000011446187e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,9.501716443227004,train,472,3.350711078413033,2.6336978446492645,0.0,0.9936440677966102,19.003432886454007
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,mean_baseline,mean,none,none,0,7.309000011446187e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,9.501716443227004,validation,57,6.621135436023788,4.490537822008389,-0.6713969734633296,0.8596491228070176,19.003432886454007
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,mean_baseline,mean,none,none,0,7.309000011446187e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,9.501716443227004,calibration,57,4.887023257973721,3.41338426028352,-0.3418363005700262,0.9473684210526316,19.003432886454007
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,mean_baseline,mean,none,none,0,7.309000011446187e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,9.501716443227004,test,56,3.313096812340572,2.42049030450874,-0.0684366127436069,1.0,19.003432886454007
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,0.9737992640002632,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.862080011844627,train,472,0.4492596974217147,0.2306112240818669,0.982022845228708,1.0,11.724160023689254
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,0.9737992640002632,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.862080011844627,validation,57,4.19104756512257,2.852973803724872,0.3303315355570662,0.8596491228070176,11.724160023689254
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,0.9737992640002632,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.862080011844627,calibration,57,2.9600107158649123,2.104430135940133,0.5077368896661367,0.9473684210526316,11.724160023689254
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit,random_forest,rdkit,none,0,0.9737992640002632,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.862080011844627,test,56,1.6694461517657313,1.4360423357583991,0.7287152760399227,1.0,11.724160023689254
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0527392359999794,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.454640338867904,train,472,0.5155900597336409,0.2777163360707562,0.9763225401675848,1.0,12.909280677735808
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0527392359999794,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.454640338867904,validation,57,4.867421659107983,3.290411128658017,0.0967403522106751,0.8596491228070176,12.909280677735808
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0527392359999794,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.454640338867904,calibration,57,3.279064635653792,2.19915729502267,0.3958974351438994,0.9473684210526316,12.909280677735808
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0527392359999794,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.454640338867904,test,56,1.7650310607510489,1.4236129927513457,0.6967608899151765,1.0,12.909280677735808
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.317490206999992,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.641552976704201,train,472,0.0615672155959676,0.0387240184714787,0.999662382412185,1.0,11.283105953408402
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.317490206999992,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.641552976704201,validation,57,3.728817824463527,2.745429528123513,0.4699009813008554,0.8771929824561403,11.283105953408402
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.317490206999992,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.641552976704201,calibration,57,3.5720756220947587,2.866362703170098,0.2831108395441699,0.9473684210526316,11.283105953408402
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.317490206999992,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.641552976704201,test,56,2.88261404156682,2.3963423768869023,0.1911769783030511,0.9821428571428572,11.283105953408402
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,node_gnn,node_gnn,none,none,29,4.983876257999782,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.8958812441553112,train,472,0.6292847903469289,0.4529826407915083,0.9647287779481518,1.0,7.7917624883106225
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,node_gnn,node_gnn,none,none,29,4.983876257999782,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.8958812441553112,validation,57,3.321640436682021,2.5374030316019214,0.5793509561622786,0.8421052631578947,7.7917624883106225
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,node_gnn,node_gnn,none,none,29,4.983876257999782,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.8958812441553112,calibration,57,2.0965022343952056,1.4838685542846124,0.753054347921262,0.9473684210526316,7.7917624883106225
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,node_gnn,node_gnn,none,none,29,4.983876257999782,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.8958812441553112,test,56,2.7419840779132167,1.9637598349519605,0.2681697351320704,0.8571428571428571,7.7917624883106225
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,edge_gnn,edge_gnn,none,none,11,3.8228800180004328,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56304660757657,train,472,1.1287537834586152,0.8418961624043053,0.8865186548817865,0.9978813559322034,9.12609321515314
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,edge_gnn,edge_gnn,none,none,11,3.8228800180004328,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56304660757657,validation,57,3.130987425537011,2.4919087317048625,0.6262533442983231,0.8771929824561403,9.12609321515314
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,edge_gnn,edge_gnn,none,none,11,3.8228800180004328,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56304660757657,calibration,57,2.344668934970513,1.7986536472203527,0.6911313828781054,0.9473684210526316,9.12609321515314
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,edge_gnn,edge_gnn,none,none,11,3.8228800180004328,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56304660757657,test,56,2.841177128777588,2.2245400820159964,0.2142631371871622,0.9285714285714286,9.12609321515314
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,55,8.334607195999979,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.972413732774532,train,472,0.2949399095646724,0.2266517399796405,0.9922519373740402,1.0,7.944827465549064
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,55,8.334607195999979,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.972413732774532,validation,57,2.9717759843712104,2.094925509843146,0.6632971395953752,0.8947368421052632,7.944827465549064
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,55,8.334607195999979,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.972413732774532,calibration,57,2.0846289425169577,1.321018250776254,0.7558435222673,0.9473684210526316,7.944827465549064
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_concat,edge_gnn,rdkit,concat,55,8.334607195999979,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,3.972413732774532,test,56,1.2077018050429886,0.9923643835611324,0.8580289025875321,0.9821428571428572,7.944827465549064
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,38,6.8735456699996575,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.133565552433669,train,472,0.2631785389245881,0.1864607444683187,0.993830826562837,1.0,8.267131104867339
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,38,6.8735456699996575,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.133565552433669,validation,57,2.88124986139516,1.9275081196419328,0.6834979611000196,0.8947368421052632,8.267131104867339
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,38,6.8735456699996575,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.133565552433669,calibration,57,2.0482281078459543,1.3314451636001947,0.7642957745401204,0.9473684210526316,8.267131104867339
freesolv,hydration_free_energy,kcal/mol,scaffold,2028,hybrid_gated,edge_gnn,rdkit,gated,38,6.8735456699996575,328069,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.133565552433669,test,56,1.511450789921618,1.2211033238294005,0.7776339239709102,1.0,8.267131104867339
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,mean_baseline,mean,none,none,0,7.988999641383998e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.711716481373976,train,472,3.350711078413033,2.6336978446492645,0.0,0.9915254237288136,17.423432962747953
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,mean_baseline,mean,none,none,0,7.988999641383998e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.711716481373976,validation,57,5.907892705596284,4.314512721796519,-0.5921545924030611,0.8771929824561403,17.423432962747953
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,mean_baseline,mean,none,none,0,7.988999641383998e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.711716481373976,calibration,57,4.548173936637894,3.2398152395212203,-0.3217510685797022,0.9473684210526316,17.423432962747953
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,mean_baseline,mean,none,none,0,7.988999641383998e-06,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,8.711716481373976,test,56,4.829764573059809,2.776327177643162,-0.1356492602902819,0.9642857142857144,17.423432962747953
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,0.996942389999731,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.177007115561515,train,472,0.4678660007534155,0.2313157287763061,0.9805029452938264,0.9978813559322034,10.35401423112303
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,0.996942389999731,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.177007115561515,validation,57,3.9726718192485424,2.615220898872079,0.280078051318311,0.8771929824561403,10.35401423112303
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,0.996942389999731,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.177007115561515,calibration,57,2.6777515681526056,1.9161430255178824,0.5418411241131604,0.9473684210526316,10.35401423112303
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit,random_forest,rdkit,none,0,0.996942389999731,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.177007115561515,test,56,2.53356138580172,1.890469208254508,0.6874963013602764,0.9642857142857144,10.35401423112303
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0926173499997276,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.214540448825807,train,472,0.5268248671603178,0.2713592740285785,0.9752794249259882,0.9978813559322034,12.429080897651614
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0926173499997276,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.214540448825807,validation,57,4.432276146019136,2.944081375713489,0.1038645532174623,0.8771929824561403,12.429080897651614
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0926173499997276,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.214540448825807,calibration,57,3.01364763852326,2.086745701276472,0.4196894250916199,0.9473684210526316,12.429080897651614
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,rf_rdkit_morgan,random_forest,rdkit+morgan,none,0,1.0926173499997276,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,6.214540448825807,test,56,2.9384906832820303,1.8663741972516747,0.5796210748906936,0.9642857142857144,12.429080897651614
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.292834041999868,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,7.06923071949422,train,472,0.061882759789024,0.0407258819296435,0.9996589128295396,1.0,14.13846143898844
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.292834041999868,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,7.06923071949422,validation,57,4.408790467324877,3.202099199645092,0.1133362505746244,0.8245614035087719,14.13846143898844
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.292834041999868,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,7.06923071949422,calibration,57,3.868104803182935,2.9892408075847654,0.04396893405904,0.9473684210526316,14.13846143898844
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,xgb_rdkit_morgan,xgboost,rdkit+morgan,none,0,3.292834041999868,0,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,7.06923071949422,test,56,4.109056947140691,3.400606455156593,0.1779909111052966,0.9464285714285714,14.13846143898844
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,node_gnn,node_gnn,none,none,12,3.575449237000157,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56746038956212,train,472,0.90912710837224,0.6579782335437296,0.9263834852940476,0.9978813559322034,9.13492077912424
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,node_gnn,node_gnn,none,none,12,3.575449237000157,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56746038956212,validation,57,2.9193409022675207,2.156610409705295,0.6112327618580843,0.8771929824561403,9.13492077912424
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,node_gnn,node_gnn,none,none,12,3.575449237000157,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56746038956212,calibration,57,2.05003549216915,1.401409234254778,0.7314666065839411,0.9473684210526316,9.13492077912424
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,node_gnn,node_gnn,none,none,12,3.575449237000157,255365,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.56746038956212,test,56,2.3162612768949065,1.57010160302536,0.7388034762367253,0.9821428571428572,9.13492077912424
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,edge_gnn,edge_gnn,none,none,12,3.867619654999999,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.045587843606198,train,472,1.04959922063372,0.7586818817364721,0.9018764988311802,0.9957627118644068,10.091175687212395
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,edge_gnn,edge_gnn,none,none,12,3.867619654999999,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.045587843606198,validation,57,3.22733022907077,2.3913618133407524,0.5248761332416335,0.8596491228070176,10.091175687212395
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,edge_gnn,edge_gnn,none,none,12,3.867619654999999,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.045587843606198,calibration,57,2.183447159033145,1.5012893053210297,0.6953782475641168,0.9473684210526316,10.091175687212395
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,edge_gnn,edge_gnn,none,none,12,3.867619654999999,261125,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,5.045587843606198,test,56,2.334451889489728,1.753131806289802,0.7346847855363606,0.9642857142857144,10.091175687212395
freesolv,hydration_free_energy,kcal/mol,scaffold,2029,hybrid_concat,edge_gnn,rdkit,concat,30,5.907329425000171,311557,77abfcdbb281d08df2e9fb09cf84b2a648ea9008,0.1,4.040413298766644,train,472,0.3979953285856459,0.3154517837083153,0.985891462847702,1.0,8.080826597533289
